ID,Indicator,Country,"Country Code",Year,"Country Score","Country Color","Country Cateory","Created By","Created At"
4145,"Natural Disasters",Iceland,ISL,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:45"
4146,"Natural Disasters",Israel,ISR,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:45"
4147,"Natural Disasters",Italy,ITA,2023,2.476280986,#a6d96a,Low,Admin,"2024-12-03 09:49:45"
4148,"Natural Disasters",Jamaica,JAM,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:45"
4149,"Natural Disasters",Jordan,JOR,2023,2.476280986,#a6d96a,Low,Admin,"2024-12-03 09:49:45"
4150,"Natural Disasters",Japan,JPN,2023,2.476280986,#a6d96a,Low,Admin,"2024-12-03 09:49:45"
4151,"Natural Disasters",Kazakhstan,KAZ,2023,2.476280986,#a6d96a,Low,Admin,"2024-12-03 09:49:45"
4152,"Natural Disasters",Kenya,KEN,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:45"
4153,"Natural Disasters",Kyrgyzstan,KGZ,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:45"
4154,"Natural Disasters",Cambodia,KHM,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:45"
4155,"Natural Disasters","South Korea",KOR,2023,2.476280986,#a6d96a,Low,Admin,"2024-12-03 09:49:45"
4156,"Natural Disasters",Kuwait,KWT,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:45"
4157,"Natural Disasters",Laos,LAO,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:45"
4158,"Natural Disasters",Lebanon,LBN,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:45"
4159,"Natural Disasters",Liberia,LBR,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:45"
4160,"Natural Disasters",Libya,LBY,2023,2.476280986,#a6d96a,Low,Admin,"2024-12-03 09:49:45"
4161,"Natural Disasters","Sri Lanka",LKA,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:45"
4162,"Natural Disasters",Lesotho,LSO,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:45"
4163,"Natural Disasters",Lithuania,LTU,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:45"
4164,"Natural Disasters",Latvia,LVA,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:45"
4165,"Natural Disasters",Morocco,MAR,2023,2.476280986,#a6d96a,Low,Admin,"2024-12-03 09:49:45"
4166,"Natural Disasters",Moldova,MDA,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:45"
4167,"Natural Disasters",Madagascar,MDG,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:45"
4168,"Natural Disasters",México,MEX,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:45"
4169,"Natural Disasters","North Macedonia",MKD,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:45"
4170,"Natural Disasters",Mali,MLI,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:45"
4171,"Natural Disasters",Myanmar,MMR,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:45"
4172,"Natural Disasters",Montenegro,MNE,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:45"
4173,"Natural Disasters",Mongolia,MNG,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:45"
4174,"Natural Disasters",Mozambique,MOZ,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:45"
4175,"Natural Disasters",Mauritania,MRT,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:45"
4176,"Natural Disasters",Mauritius,MUS,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:45"
4177,"Natural Disasters",Malawi,MWI,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:45"
4178,"Natural Disasters",Malaysia,MYS,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:45"
4179,"Natural Disasters",Namibia,NAM,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:45"
4180,"Natural Disasters",Niger,NER,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:45"
4181,"Natural Disasters",Nigeria,NGA,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:45"
4182,"Natural Disasters",Nicaragua,NIC,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:45"
4183,"Natural Disasters",Netherlands,NLD,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:45"
4184,"Natural Disasters",Norway,NOR,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4185,"Natural Disasters",Nepal,NPL,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4186,"Natural Disasters","New Zealand",NZL,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4187,"Natural Disasters",Oman,OMN,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4188,"Natural Disasters",Pakistan,PAK,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:46"
4189,"Natural Disasters",Panama,PAN,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4190,"Natural Disasters",Peru,PER,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:46"
4191,"Natural Disasters",Philippines,PHL,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4192,"Natural Disasters","Papua New Guinea",PNG,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:46"
4193,"Natural Disasters",Poland,POL,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4194,"Natural Disasters","North Korea",PRK,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4195,"Natural Disasters",Portugal,PRT,2023,2.476280986,#a6d96a,Low,Admin,"2024-12-03 09:49:46"
4196,"Natural Disasters",Paraguay,PRY,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4197,"Natural Disasters",Palestine,PSE,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:46"
4198,"Natural Disasters",Qatar,QAT,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4199,"Natural Disasters",Romania,ROU,2023,2.476280986,#a6d96a,Low,Admin,"2024-12-03 09:49:46"
4200,"Natural Disasters",Russia,RUS,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:46"
4201,"Natural Disasters",Rwanda,RWA,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:46"
4202,"Natural Disasters","Saudi Arabia",SAU,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4203,"Natural Disasters",Sudan,SDN,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4204,"Natural Disasters",Senegal,SEN,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4205,"Natural Disasters",Singapore,SGP,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4206,"Natural Disasters","Solomon Islands",SLB,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4207,"Natural Disasters","Sierra Leone",SLE,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:46"
4208,"Natural Disasters","El Salvador",SLV,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:46"
4209,"Natural Disasters",Somalia,SOM,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4210,"Natural Disasters",Serbia,SRB,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4211,"Natural Disasters","South Sudan",SSD,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4212,"Natural Disasters",Slovakia,SVK,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4213,"Natural Disasters",Slovenia,SVN,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4214,"Natural Disasters",Sweden,SWE,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4215,"Natural Disasters",Swaziland,SWZ,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4216,"Natural Disasters",Syria,SYR,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:46"
4217,"Natural Disasters",Chad,TCD,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4218,"Natural Disasters",Togo,TGO,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4219,"Natural Disasters",Thailand,THA,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4220,"Natural Disasters",Tajikistan,TJK,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4221,"Natural Disasters",Turkmenistan,TKM,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4222,"Natural Disasters",Timor-Leste,TLS,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4223,"Natural Disasters","Trinidad and Tobago",TTO,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4224,"Natural Disasters",Tunisia,TUN,2023,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4225,"Natural Disasters",Türkiye,TUR,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4226,"Natural Disasters",Tanzania,TZA,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:46"
4227,"Natural Disasters",Uganda,UGA,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4228,"Natural Disasters",Ukraine,UKR,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4229,"Natural Disasters",Uruguay,URY,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4230,"Natural Disasters","United States",USA,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4231,"Natural Disasters",Uzbekistan,UZB,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4232,"Natural Disasters",Venezuela,VEN,2023,3.523719014,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4233,"Natural Disasters",Vietnam,VNM,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4234,"Natural Disasters",Vanuatu,VUT,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4235,"Natural Disasters",Yemen,YEM,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:46"
4236,"Natural Disasters","South Africa",ZAF,2023,4.336175069,#fdae61,High,Admin,"2024-12-03 09:49:46"
4237,"Natural Disasters",Zambia,ZMB,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4238,"Natural Disasters",Zimbabwe,ZWE,2023,5,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4239,"PPI Overall Score","No Country",AFG,2022,4.671197411,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4240,"PPI Overall Score",Angola,AGO,2022,4.040776699,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4241,"PPI Overall Score",Albania,ALB,2022,2.921035599,#a6d96a,Low,Admin,"2024-12-03 09:49:46"
4242,"PPI Overall Score","United Arab Emirates",ARE,2022,2.42394822,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4243,"PPI Overall Score",Argentina,ARG,2022,2.721682848,#a6d96a,Low,Admin,"2024-12-03 09:49:46"
4244,"PPI Overall Score",Armenia,ARM,2022,3.029773463,#a6d96a,Low,Admin,"2024-12-03 09:49:46"
4245,"PPI Overall Score",Australia,AUS,2022,1.34433657,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4246,"PPI Overall Score",Austria,AUT,2022,1.612297735,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4247,"PPI Overall Score",Azerbaijan,AZE,2022,3.837540453,#fdae61,High,Admin,"2024-12-03 09:49:46"
4248,"PPI Overall Score",Burundi,BDI,2022,4.302265372,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4249,"PPI Overall Score",Belgium,BEL,2022,1.552750809,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4250,"PPI Overall Score",Benin,BEN,2022,3.428478964,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4251,"PPI Overall Score","Burkina Faso",BFA,2022,3.851779935,#fdae61,High,Admin,"2024-12-03 09:49:46"
4252,"PPI Overall Score",Bangladesh,BGD,2022,3.942394822,#fdae61,High,Admin,"2024-12-03 09:49:46"
4253,"PPI Overall Score",Bulgaria,BGR,2022,2.694498382,#a6d96a,Low,Admin,"2024-12-03 09:49:46"
4254,"PPI Overall Score",Bahrain,BHR,2022,3.26407767,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4255,"PPI Overall Score","Bosnia and Herzegovina",BIH,2022,3.323624595,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4256,"PPI Overall Score",Belarus,BLR,2022,3.433656958,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4257,"PPI Overall Score",Bolivia,BOL,2022,3.504854369,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4258,"PPI Overall Score",Brazil,BRA,2022,3.209708738,#fee98b,Medium,Admin,"2024-12-03 09:49:46"
4259,"PPI Overall Score",Bhutan,BTN,2022,2.941747573,#a6d96a,Low,Admin,"2024-12-03 09:49:46"
4260,"PPI Overall Score",Botswana,BWA,2022,2.788996764,#a6d96a,Low,Admin,"2024-12-03 09:49:46"
4261,"PPI Overall Score","Central African Republic",CAF,2022,4.874433657,#d73027,"Very High",Admin,"2024-12-03 09:49:46"
4262,"PPI Overall Score",Canada,CAN,2022,1.429773463,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4263,"PPI Overall Score",Switzerland,CHE,2022,1.068608414,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4264,"PPI Overall Score",Chile,CHL,2022,2.140453074,#1a9850,"Very Low",Admin,"2024-12-03 09:49:46"
4265,"PPI Overall Score",China,CHN,2022,3.17605178,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4266,"PPI Overall Score","Côte d'Ivoire",CIV,2022,3.85566343,#fdae61,High,Admin,"2024-12-03 09:49:47"
4267,"PPI Overall Score",Cameroon,CMR,2022,4.319093851,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4268,"PPI Overall Score","Democratic Republic of the Congo",COD,2022,4.699676375,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4269,"PPI Overall Score","Republic of the Congo",COG,2022,4.357928803,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4270,"PPI Overall Score",Colombia,COL,2022,3.341747573,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4271,"PPI Overall Score","Costa Rica",CRI,2022,2.338511327,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4272,"PPI Overall Score",Cuba,CUB,2022,3.4802589,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4273,"PPI Overall Score",Cyprus,CYP,2022,2.25566343,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4274,"PPI Overall Score",Czechia,CZE,2022,1.972168285,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4275,"PPI Overall Score",Germany,DEU,2022,1.380582524,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4276,"PPI Overall Score",Djibouti,DJI,2022,4.001941748,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4277,"PPI Overall Score",Denmark,DNK,2022,1.051779935,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4278,"PPI Overall Score","Dominican Republic",DOM,2022,3.288673139,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4279,"PPI Overall Score",Algeria,DZA,2022,3.4802589,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4280,"PPI Overall Score",Ecuador,ECU,2022,3.370226537,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4281,"PPI Overall Score",Egypt,EGY,2022,3.893203883,#fdae61,High,Admin,"2024-12-03 09:49:47"
4282,"PPI Overall Score",Eritrea,ERI,2022,4.656957929,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4283,"PPI Overall Score",Spain,ESP,2022,1.996763754,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4284,"PPI Overall Score",Estonia,EST,2022,1.899676375,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4285,"PPI Overall Score",Ethiopia,ETH,2022,4.172815534,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4286,"PPI Overall Score",Finland,FIN,2022,1.03236246,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4287,"PPI Overall Score",France,FRA,2022,1.605825243,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4288,"PPI Overall Score",Gabon,GAB,2022,3.790938511,#fdae61,High,Admin,"2024-12-03 09:49:47"
4289,"PPI Overall Score","United Kingdom",GBR,2022,1.775404531,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4290,"PPI Overall Score",Georgia,GEO,2022,2.86407767,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4291,"PPI Overall Score",Ghana,GHA,2022,3.071197411,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4292,"PPI Overall Score",Guinea,GIN,2022,4.300970874,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4293,"PPI Overall Score",Gambia,GMB,2022,3.701618123,#fdae61,High,Admin,"2024-12-03 09:49:47"
4294,"PPI Overall Score",Guinea-Bissau,GNB,2022,4.249190939,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4295,"PPI Overall Score","Equatorial Guinea",GNQ,2022,4.45631068,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4296,"PPI Overall Score",Greece,GRC,2022,2.411003236,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4297,"PPI Overall Score",Guatemala,GTM,2022,3.938511327,#fdae61,High,Admin,"2024-12-03 09:49:47"
4298,"PPI Overall Score",Guyana,GUY,2022,3.438834951,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4299,"PPI Overall Score",Honduras,HND,2022,3.678317152,#fdae61,High,Admin,"2024-12-03 09:49:47"
4300,"PPI Overall Score",Croatia,HRV,2022,2.33592233,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4301,"PPI Overall Score",Haiti,HTI,2022,4.452427184,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4302,"PPI Overall Score",Hungary,HUN,2022,2.467961165,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4303,"PPI Overall Score",Indonesia,IDN,2022,3.40776699,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4304,"PPI Overall Score",India,IND,2022,3.389644013,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4305,"PPI Overall Score",Ireland,IRL,2022,1.248543689,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4306,"PPI Overall Score",Iran,IRN,2022,3.907443366,#fdae61,High,Admin,"2024-12-03 09:49:47"
4307,"PPI Overall Score",Iraq,IRQ,2022,4.342394822,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4308,"PPI Overall Score",Iceland,ISL,2022,1.393527508,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4309,"PPI Overall Score",Israel,ISR,2022,2.34368932,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4310,"PPI Overall Score",Italy,ITA,2022,2.082200647,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4311,"PPI Overall Score",Jamaica,JAM,2022,2.81618123,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4312,"PPI Overall Score",Jordan,JOR,2022,3.346925566,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4313,"PPI Overall Score",Japan,JPN,2022,1.462135922,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4314,"PPI Overall Score",Kazakhstan,KAZ,2022,3.222653722,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4315,"PPI Overall Score",Kenya,KEN,2022,3.757281553,#fdae61,High,Admin,"2024-12-03 09:49:47"
4316,"PPI Overall Score",Kyrgyzstan,KGZ,2022,3.714563107,#fdae61,High,Admin,"2024-12-03 09:49:47"
4317,"PPI Overall Score",Cambodia,KHM,2022,3.992880259,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4318,"PPI Overall Score","South Korea",KOR,2022,1.75987055,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4319,"PPI Overall Score",Kuwait,KWT,2022,2.895145631,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4320,"PPI Overall Score",Laos,LAO,2022,3.757281553,#fdae61,High,Admin,"2024-12-03 09:49:47"
4321,"PPI Overall Score",Lebanon,LBN,2022,3.897087379,#fdae61,High,Admin,"2024-12-03 09:49:47"
4322,"PPI Overall Score",Liberia,LBR,2022,4.069255663,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4323,"PPI Overall Score",Libya,LBY,2022,4.284142395,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4324,"PPI Overall Score","Sri Lanka",LKA,2022,3.511326861,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4325,"PPI Overall Score",Lesotho,LSO,2022,3.683495146,#fdae61,High,Admin,"2024-12-03 09:49:47"
4326,"PPI Overall Score",Lithuania,LTU,2022,2.047249191,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4327,"PPI Overall Score",Latvia,LVA,2022,2.177993528,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4328,"PPI Overall Score",Morocco,MAR,2022,3.475080906,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4329,"PPI Overall Score",Moldova,MDA,2022,3.078964401,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4330,"PPI Overall Score",Madagascar,MDG,2022,3.867313916,#fdae61,High,Admin,"2024-12-03 09:49:47"
4331,"PPI Overall Score",México,MEX,2022,3.450485437,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4332,"PPI Overall Score","North Macedonia",MKD,2022,2.897734628,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4333,"PPI Overall Score",Mali,MLI,2022,4.224595469,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4334,"PPI Overall Score",Myanmar,MMR,2022,4.330744337,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4335,"PPI Overall Score",Montenegro,MNE,2022,2.808414239,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4336,"PPI Overall Score",Mongolia,MNG,2022,2.996116505,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4337,"PPI Overall Score",Mozambique,MOZ,2022,3.925566343,#fdae61,High,Admin,"2024-12-03 09:49:47"
4338,"PPI Overall Score",Mauritania,MRT,2022,4.241423948,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4339,"PPI Overall Score",Mauritius,MUS,2022,2.610355987,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4340,"PPI Overall Score",Malawi,MWI,2022,3.724919094,#fdae61,High,Admin,"2024-12-03 09:49:47"
4341,"PPI Overall Score",Malaysia,MYS,2022,2.717799353,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4342,"PPI Overall Score",Namibia,NAM,2022,3.222653722,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4343,"PPI Overall Score",Niger,NER,2022,4.099029126,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4344,"PPI Overall Score",Nigeria,NGA,2022,4.179288026,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4345,"PPI Overall Score",Nicaragua,NIC,2022,3.966990291,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4346,"PPI Overall Score",Netherlands,NLD,2022,1.418122977,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4347,"PPI Overall Score",Norway,NOR,2022,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4348,"PPI Overall Score",Nepal,NPL,2022,3.838834951,#fdae61,High,Admin,"2024-12-03 09:49:47"
4349,"PPI Overall Score","New Zealand",NZL,2022,1.327508091,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4350,"PPI Overall Score",Oman,OMN,2022,3.100970874,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4351,"PPI Overall Score",Pakistan,PAK,2022,4.014886731,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4352,"PPI Overall Score",Panama,PAN,2022,2.861488673,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4353,"PPI Overall Score",Peru,PER,2022,3.204530744,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4354,"PPI Overall Score",Philippines,PHL,2022,3.592880259,#fdae61,High,Admin,"2024-12-03 09:49:47"
4355,"PPI Overall Score","Papua New Guinea",PNG,2022,3.881553398,#fdae61,High,Admin,"2024-12-03 09:49:47"
4356,"PPI Overall Score",Poland,POL,2022,2.344983819,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4357,"PPI Overall Score","North Korea",PRK,2022,4.203883495,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4358,"PPI Overall Score",Portugal,PRT,2022,1.755987055,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4359,"PPI Overall Score",Paraguay,PRY,2022,3.401294498,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4360,"PPI Overall Score",Palestine,PSE,2022,3.61618123,#fdae61,High,Admin,"2024-12-03 09:49:47"
4361,"PPI Overall Score",Qatar,QAT,2022,2.757928803,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4362,"PPI Overall Score",Romania,ROU,2022,2.716504854,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4363,"PPI Overall Score",Russia,RUS,2022,3.546278317,#fdae61,High,Admin,"2024-12-03 09:49:47"
4364,"PPI Overall Score",Rwanda,RWA,2022,3.803883495,#fdae61,High,Admin,"2024-12-03 09:49:47"
4365,"PPI Overall Score","Saudi Arabia",SAU,2022,3.26407767,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4366,"PPI Overall Score",Sudan,SDN,2022,4.501618123,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4367,"PPI Overall Score",Senegal,SEN,2022,3.337864078,#fee98b,Medium,Admin,"2024-12-03 09:49:47"
4368,"PPI Overall Score",Singapore,SGP,2022,1.427184466,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4369,"PPI Overall Score","Sierra Leone",SLE,2022,3.770226537,#fdae61,High,Admin,"2024-12-03 09:49:47"
4370,"PPI Overall Score","El Salvador",SLV,2022,3.563106796,#fdae61,High,Admin,"2024-12-03 09:49:47"
4371,"PPI Overall Score",Somalia,SOM,2022,4.94433657,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4372,"PPI Overall Score",Serbia,SRB,2022,3.072491909,#a6d96a,Low,Admin,"2024-12-03 09:49:47"
4373,"PPI Overall Score","South Sudan",SSD,2022,4.985760518,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
4374,"PPI Overall Score",Slovakia,SVK,2022,2.24789644,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4375,"PPI Overall Score",Slovenia,SVN,2022,1.753398058,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4376,"PPI Overall Score",Sweden,SWE,2022,1.084142395,#1a9850,"Very Low",Admin,"2024-12-03 09:49:47"
4377,"PPI Overall Score",Swaziland,SWZ,2022,3.900970874,#fdae61,High,Admin,"2024-12-03 09:49:47"
4378,"PPI Overall Score",Syria,SYR,2022,4.685436893,#d73027,"Very High",Admin,"2024-12-03 09:49:47"
